"arc_length"	"U_Magnitude_eq25","U_MagnitudeMRT"
129.536	2.85784e-09	2.82219e-11
129.792	2.85784e-09	2.82219e-11
130.048	9.94218e-09	1.17891e-10
130.304	9.94218e-09	1.17891e-10
130.56	9.94218e-09	1.17891e-10
130.816	9.94218e-09	1.17891e-10
131.072	2.02516e-08	3.12845e-10
131.328	2.02516e-08	3.12845e-10
131.584	2.02516e-08	3.12845e-10
131.84	2.02516e-08	3.12845e-10
132.096	2.99645e-08	6.52795e-10
132.352	2.99645e-08	6.52795e-10
132.608	2.99645e-08	6.52795e-10
132.864	2.99645e-08	6.52795e-10
133.12	3.16537e-08	1.1751e-09
133.376	3.16537e-08	1.1751e-09
133.632	3.16537e-08	1.1751e-09
133.888	3.16537e-08	1.1751e-09
134.144	2.03427e-08	1.91406e-09
134.4	2.03427e-08	1.91406e-09
134.656	2.03427e-08	1.91406e-09
134.912	2.03427e-08	1.91406e-09
135.168	3.83979e-08	2.90026e-09
135.424	3.83979e-08	2.90026e-09
135.68	3.83979e-08	2.90026e-09
135.936	3.83979e-08	2.90026e-09
136.192	1.15997e-07	4.15986e-09
136.448	1.15997e-07	4.15986e-09
136.704	1.15997e-07	4.15986e-09
136.96	1.15997e-07	4.15986e-09
137.216	2.36425e-07	5.71395e-09
137.472	2.36425e-07	5.71395e-09
137.728	2.36425e-07	5.71395e-09
137.984	2.36425e-07	5.71395e-09
138.24	4.25735e-07	7.57786e-09
138.496	4.25735e-07	7.57786e-09
138.752	4.25735e-07	7.57786e-09
139.008	7.04777e-07	9.76047e-09
139.264	7.04777e-07	9.76047e-09
139.52	7.04777e-07	9.76047e-09
139.776	7.04777e-07	9.76047e-09
140.032	1.10663e-06	1.22636e-08
140.288	1.10663e-06	1.22636e-08
140.544	1.10663e-06	1.22636e-08
140.8	1.10663e-06	1.22636e-08
141.056	1.65522e-06	1.50811e-08
141.312	1.65522e-06	1.50811e-08
141.568	1.65522e-06	1.50811e-08
141.824	1.65522e-06	1.50811e-08
142.08	2.3389e-06	1.81987e-08
142.336	2.3389e-06	1.81987e-08
142.592	2.3389e-06	1.81987e-08
142.848	2.3389e-06	1.81987e-08
143.104	3.09974e-06	2.15926e-08
143.36	3.09974e-06	2.15926e-08
143.616	3.09974e-06	2.15926e-08
143.872	3.09974e-06	2.15926e-08
144.128	3.84295e-06	2.52294e-08
144.384	3.84295e-06	2.52294e-08
144.64	3.84295e-06	2.52294e-08
144.896	3.84295e-06	2.52294e-08
145.152	4.42951e-06	2.90653e-08
145.408	4.42951e-06	2.90653e-08
145.664	4.42951e-06	2.90653e-08
145.92	4.42951e-06	2.90653e-08
146.176	4.70542e-06	3.3045e-08
146.432	4.70542e-06	3.3045e-08
146.688	4.70542e-06	3.3045e-08
146.944	4.70542e-06	3.3045e-08
147.2	4.54575e-06	3.71016e-08
147.456	4.54575e-06	3.71016e-08
147.712	4.54575e-06	3.71016e-08
147.968	4.54575e-06	3.71016e-08
148.224	3.89568e-06	4.11558e-08
148.48	3.89568e-06	4.11558e-08
148.736	3.89568e-06	4.11558e-08
148.992	3.89568e-06	4.11558e-08
149.248	2.80131e-06	4.51166e-08
149.504	2.80131e-06	4.51166e-08
149.76	2.80131e-06	4.51166e-08
150.016	1.4645e-06	4.88863e-08
150.272	1.4645e-06	4.88863e-08
150.528	1.4645e-06	4.88863e-08
150.784	1.4645e-06	4.88863e-08
151.04	8.3133e-07	5.23614e-08
151.296	8.3133e-07	5.23614e-08
151.552	8.3133e-07	5.23614e-08
151.808	8.3133e-07	5.23614e-08
152.064	1.71083e-06	5.53306e-08
152.32	1.71083e-06	5.53306e-08
152.576	1.71083e-06	5.53306e-08
152.832	1.71083e-06	5.53306e-08
153.088	2.24808e-06	5.72897e-08
153.344	2.24808e-06	5.72897e-08
153.6	2.24808e-06	5.72897e-08
153.856	2.24808e-06	5.72897e-08
154.112	2.04265e-06	5.88259e-08
154.368	2.04265e-06	5.88259e-08
154.624	2.04265e-06	5.88259e-08
154.88	2.04265e-06	5.88259e-08
155.136	1.54988e-06	6.0494e-08
155.392	1.54988e-06	6.0494e-08
155.648	1.54988e-06	6.0494e-08
155.904	1.54988e-06	6.0494e-08
156.16	1.57659e-06	5.83934e-08
156.416	1.57659e-06	5.83934e-08
156.672	1.57659e-06	5.83934e-08
156.928	1.57659e-06	5.83934e-08
157.184	1.53876e-06	5.50079e-08
157.44	1.53876e-06	5.50079e-08
157.696	1.53876e-06	5.50079e-08
157.952	1.53876e-06	5.50079e-08
158.208	9.53888e-07	5.6148e-08
158.464	9.53888e-07	5.6148e-08
158.72	9.53888e-07	5.6148e-08
158.976	9.53888e-07	5.6148e-08
159.232	2.14888e-06	5.99904e-08
159.488	2.14888e-06	5.99904e-08
159.744	2.14888e-06	5.99904e-08
160	2.14888e-06	5.99904e-08
160.256	4.59816e-06	6.21165e-08
160.512	4.59816e-06	6.21165e-08
160.768	4.59816e-06	6.21165e-08
161.024	6.96328e-06	6.23493e-08
161.28	6.96328e-06	6.23493e-08
161.536	6.96328e-06	6.23493e-08
161.792	6.96328e-06	6.23493e-08
162.048	8.15658e-06	6.15631e-08
162.304	8.15658e-06	6.15631e-08
162.56	8.15658e-06	6.15631e-08
162.816	8.15658e-06	6.15631e-08
163.072	6.91792e-06	6.02248e-08
163.328	6.91792e-06	6.02248e-08
163.584	6.91792e-06	6.02248e-08
163.84	6.91792e-06	6.02248e-08
164.096	4.08174e-06	5.85401e-08
164.352	4.08174e-06	5.85401e-08
164.608	4.08174e-06	5.85401e-08
164.864	4.08174e-06	5.85401e-08
165.12	9.64361e-06	5.66266e-08
165.376	9.64361e-06	5.66266e-08
165.632	9.64361e-06	5.66266e-08
165.888	9.64361e-06	5.66266e-08
166.144	1.83552e-05	5.45733e-08
166.4	1.83552e-05	5.45733e-08
166.656	1.83552e-05	5.45733e-08
166.912	1.83552e-05	5.45733e-08
167.168	2.32003e-05	5.24472e-08
167.424	2.32003e-05	5.24472e-08
167.68	2.32003e-05	5.24472e-08
167.936	2.32003e-05	5.24472e-08
168.192	2.0996e-05	5.02969e-08
168.448	2.0996e-05	5.02969e-08
168.704	2.0996e-05	5.02969e-08
168.96	2.0996e-05	5.02969e-08
169.216	1.27302e-05	4.81571e-08
169.472	1.27302e-05	4.81571e-08
169.728	1.27302e-05	4.81571e-08
169.984	1.27302e-05	4.81571e-08
170.24	6.06513e-06	4.60519e-08
170.496	6.06513e-06	4.60519e-08
170.752	6.06513e-06	4.60519e-08
171.008	1.09765e-05	4.39985e-08
171.264	1.09765e-05	4.39985e-08
171.52	1.09765e-05	4.39985e-08
171.776	1.09765e-05	4.39985e-08
172.032	1.43559e-05	4.20083e-08
172.288	1.43559e-05	4.20083e-08
172.544	1.43559e-05	4.20083e-08
172.8	1.43559e-05	4.20083e-08
173.056	1.35017e-05	4.00887e-08
173.312	1.35017e-05	4.00887e-08
173.568	1.35017e-05	4.00887e-08
173.824	1.35017e-05	4.00887e-08
174.08	1.00377e-05	3.82442e-08
174.336	1.00377e-05	3.82442e-08
174.592	1.00377e-05	3.82442e-08
174.848	1.00377e-05	3.82442e-08
175.104	5.8673e-06	3.64772e-08
175.36	5.8673e-06	3.64772e-08
175.616	5.8673e-06	3.64772e-08
175.872	5.8673e-06	3.64772e-08
176.128	2.3902e-06	3.47881e-08
176.384	2.3902e-06	3.47881e-08
176.64	2.3902e-06	3.47881e-08
176.896	2.3902e-06	3.47881e-08
177.152	8.90565e-07	3.31764e-08
177.408	8.90565e-07	3.31764e-08
177.664	8.90565e-07	3.31764e-08
177.92	8.90565e-07	3.31764e-08
178.176	1.34048e-06	3.16405e-08
178.432	1.34048e-06	3.16405e-08
178.688	1.34048e-06	3.16405e-08
178.944	1.34048e-06	3.16405e-08
179.2	1.19465e-06	3.01785e-08
179.456	1.19465e-06	3.01785e-08
179.712	1.19465e-06	3.01785e-08
179.968	1.19465e-06	3.01785e-08
180.224	6.06566e-07	2.87877e-08
180.48	6.06566e-07	2.87877e-08
180.736	6.06566e-07	2.87877e-08
180.992	6.06566e-07	2.87877e-08
181.248	7.82738e-07	2.74654e-08
181.504	7.82738e-07	2.74654e-08
181.76	7.82738e-07	2.74654e-08
182.016	1.509e-06	2.62086e-08
182.272	1.509e-06	2.62086e-08
182.528	1.509e-06	2.62086e-08
182.784	1.509e-06	2.62086e-08
183.04	2.02077e-06	2.50143e-08
183.296	2.02077e-06	2.50143e-08
183.552	2.02077e-06	2.50143e-08
183.808	2.02077e-06	2.50143e-08
184.064	2.21516e-06	2.38793e-08
184.32	2.21516e-06	2.38793e-08
184.576	2.21516e-06	2.38793e-08
184.832	2.21516e-06	2.38793e-08
185.088	2.1308e-06	2.28008e-08
185.344	2.1308e-06	2.28008e-08
185.6	2.1308e-06	2.28008e-08
185.856	2.1308e-06	2.28008e-08
186.112	1.86388e-06	2.17757e-08
186.368	1.86388e-06	2.17757e-08
186.624	1.86388e-06	2.17757e-08
186.88	1.86388e-06	2.17757e-08
187.136	1.52207e-06	2.08011e-08
187.392	1.52207e-06	2.08011e-08
187.648	1.52207e-06	2.08011e-08
187.904	1.52207e-06	2.08011e-08
188.16	1.19492e-06	1.98743e-08
188.416	1.19492e-06	1.98743e-08
188.672	1.19492e-06	1.98743e-08
188.928	1.19492e-06	1.98743e-08
189.184	9.38384e-07	1.89926e-08
189.44	9.38384e-07	1.89926e-08
189.696	9.38384e-07	1.89926e-08
189.952	9.38384e-07	1.89926e-08
190.208	7.73908e-07	1.81534e-08
190.464	7.73908e-07	1.81534e-08
190.72	7.73908e-07	1.81534e-08
190.976	7.73908e-07	1.81534e-08
191.232	6.94582e-07	1.73545e-08
191.488	6.94582e-07	1.73545e-08
191.744	6.94582e-07	1.73545e-08
192	6.94582e-07	1.73545e-08
192.256	6.76615e-07	1.65934e-08
192.512	6.76615e-07	1.65934e-08
192.768	6.76615e-07	1.65934e-08
193.024	6.91038e-07	1.5868e-08
193.28	6.91038e-07	1.5868e-08
193.536	6.91038e-07	1.5868e-08
193.792	6.91038e-07	1.5868e-08
194.048	7.13145e-07	1.51763e-08
194.304	7.13145e-07	1.51763e-08
194.56	7.13145e-07	1.51763e-08
194.816	7.13145e-07	1.51763e-08
195.072	7.25754e-07	1.45163e-08
195.328	7.25754e-07	1.45163e-08
195.584	7.25754e-07	1.45163e-08
195.84	7.25754e-07	1.45163e-08
196.096	7.20009e-07	1.38862e-08
196.352	7.20009e-07	1.38862e-08
196.608	7.20009e-07	1.38862e-08
196.864	7.20009e-07	1.38862e-08
197.12	6.93915e-07	1.32843e-08
197.376	6.93915e-07	1.32843e-08
197.632	6.93915e-07	1.32843e-08
197.888	6.93915e-07	1.32843e-08
198.144	6.50957e-07	1.27091e-08
198.4	6.50957e-07	1.27091e-08
198.656	6.50957e-07	1.27091e-08
198.912	6.50957e-07	1.27091e-08
199.168	5.97629e-07	1.21589e-08
199.424	5.97629e-07	1.21589e-08
199.68	5.97629e-07	1.21589e-08
199.936	5.97629e-07	1.21589e-08
200.192	5.41497e-07	1.16323e-08
200.448	5.41497e-07	1.16323e-08
200.704	5.41497e-07	1.16323e-08
200.96	5.41497e-07	1.16323e-08
201.216	4.88717e-07	1.11281e-08
201.472	4.88717e-07	1.11281e-08
201.728	4.88717e-07	1.11281e-08
201.984	4.88717e-07	1.11281e-08
202.24	4.42873e-07	1.0645e-08
202.496	4.42873e-07	1.0645e-08
202.752	4.42873e-07	1.0645e-08
203.008	4.04283e-07	1.01817e-08
203.264	4.04283e-07	1.01817e-08
203.52	4.04283e-07	1.01817e-08
203.776	4.04283e-07	1.01817e-08
204.032	3.71263e-07	9.73732e-09
204.288	3.71263e-07	9.73732e-09
204.544	3.71263e-07	9.73732e-09
204.8	3.71263e-07	9.73732e-09
205.056	3.41494e-07	9.31067e-09
205.312	3.41494e-07	9.31067e-09
205.568	3.41494e-07	9.31067e-09
205.824	3.41494e-07	9.31067e-09
206.08	3.13876e-07	8.90083e-09
206.336	3.13876e-07	8.90083e-09
206.592	3.13876e-07	8.90083e-09
206.848	3.13876e-07	8.90083e-09
207.104	2.88667e-07	8.5069e-09
207.36	2.88667e-07	8.5069e-09
207.616	2.88667e-07	8.5069e-09
207.872	2.88667e-07	8.5069e-09
208.128	2.67023e-07	8.12801e-09
208.384	2.67023e-07	8.12801e-09
208.64	2.67023e-07	8.12801e-09
208.896	2.67023e-07	8.12801e-09
209.152	2.49187e-07	7.76339e-09
209.408	2.49187e-07	7.76339e-09
209.664	2.49187e-07	7.76339e-09
209.92	2.49187e-07	7.76339e-09
210.176	2.33751e-07	7.41229e-09
210.432	2.33751e-07	7.41229e-09
210.688	2.33751e-07	7.41229e-09
210.944	2.33751e-07	7.41229e-09
211.2	2.17674e-07	7.074e-09
211.456	2.17674e-07	7.074e-09
211.712	2.17674e-07	7.074e-09
211.968	2.17674e-07	7.074e-09
212.224	1.98371e-07	6.74789e-09
212.48	1.98371e-07	6.74789e-09
212.736	1.98371e-07	6.74789e-09
212.992	1.98371e-07	6.74789e-09
213.248	1.75587e-07	6.43334e-09
213.504	1.75587e-07	6.43334e-09
213.76	1.75587e-07	6.43334e-09
214.016	1.52871e-07	6.12978e-09
214.272	1.52871e-07	6.12978e-09
214.528	1.52871e-07	6.12978e-09
214.784	1.52871e-07	6.12978e-09
215.04	1.36505e-07	5.83669e-09
215.296	1.36505e-07	5.83669e-09
215.552	1.36505e-07	5.83669e-09
215.808	1.36505e-07	5.83669e-09
216.064	1.32838e-07	5.55357e-09
216.32	1.32838e-07	5.55357e-09
216.576	1.32838e-07	5.55357e-09
216.832	1.32838e-07	5.55357e-09
217.088	1.43444e-07	5.27995e-09
217.344	1.43444e-07	5.27995e-09
217.6	1.43444e-07	5.27995e-09
217.856	1.43444e-07	5.27995e-09
218.112	1.62812e-07	5.01541e-09
218.368	1.62812e-07	5.01541e-09
218.624	1.62812e-07	5.01541e-09
218.88	1.62812e-07	5.01541e-09
219.136	1.80758e-07	4.75956e-09
219.392	1.80758e-07	4.75956e-09
219.648	1.80758e-07	4.75956e-09
219.904	1.80758e-07	4.75956e-09
220.16	1.88167e-07	4.51201e-09
220.416	1.88167e-07	4.51201e-09
220.672	1.88167e-07	4.51201e-09
220.928	1.88167e-07	4.51201e-09
221.184	1.81207e-07	4.27244e-09
221.44	1.81207e-07	4.27244e-09
221.696	1.81207e-07	4.27244e-09
221.952	1.81207e-07	4.27244e-09
222.208	1.62041e-07	4.04053e-09
222.464	1.62041e-07	4.04053e-09
222.72	1.62041e-07	4.04053e-09
222.976	1.62041e-07	4.04053e-09
223.232	1.35078e-07	3.81599e-09
223.488	1.35078e-07	3.81599e-09
223.744	1.35078e-07	3.81599e-09
224	1.35078e-07	3.81599e-09
224.256	1.05162e-07	3.59855e-09
224.512	1.05162e-07	3.59855e-09
224.768	1.05162e-07	3.59855e-09
225.024	8.03368e-08	3.38798e-09
225.28	8.03368e-08	3.38798e-09
225.536	8.03368e-08	3.38798e-09
225.792	8.03368e-08	3.38798e-09
226.048	7.21485e-08	3.18405e-09
226.304	7.21485e-08	3.18405e-09
226.56	7.21485e-08	3.18405e-09
226.816	7.21485e-08	3.18405e-09
227.072	8.10093e-08	2.98659e-09
227.328	8.10093e-08	2.98659e-09
227.584	8.10093e-08	2.98659e-09
227.84	8.10093e-08	2.98659e-09
228.096	9.33949e-08	2.7954e-09
228.352	9.33949e-08	2.7954e-09
228.608	9.33949e-08	2.7954e-09
228.864	9.33949e-08	2.7954e-09
229.12	1.00089e-07	2.61036e-09
229.376	1.00089e-07	2.61036e-09
229.632	1.00089e-07	2.61036e-09
229.888	1.00089e-07	2.61036e-09
230.144	9.93915e-08	2.43131e-09
230.4	9.93915e-08	2.43131e-09
230.656	9.93915e-08	2.43131e-09
230.912	9.93915e-08	2.43131e-09
231.168	9.14185e-08	2.25817e-09
231.424	9.14185e-08	2.25817e-09
231.68	9.14185e-08	2.25817e-09
231.936	9.14185e-08	2.25817e-09
232.192	7.70026e-08	2.09083e-09
232.448	7.70026e-08	2.09083e-09
232.704	7.70026e-08	2.09083e-09
232.96	7.70026e-08	2.09083e-09
233.216	5.86177e-08	1.92925e-09
233.472	5.86177e-08	1.92925e-09
233.728	5.86177e-08	1.92925e-09
233.984	5.86177e-08	1.92925e-09
234.24	4.00004e-08	1.77337e-09
234.496	4.00004e-08	1.77337e-09
234.752	4.00004e-08	1.77337e-09
235.008	2.46194e-08	1.62318e-09
235.264	2.46194e-08	1.62318e-09
235.52	2.46194e-08	1.62318e-09
235.776	2.46194e-08	1.62318e-09
236.032	1.50775e-08	1.47867e-09
236.288	1.50775e-08	1.47867e-09
236.544	1.50775e-08	1.47867e-09
236.8	1.50775e-08	1.47867e-09
237.056	1.30072e-08	1.33986e-09
237.312	1.30072e-08	1.33986e-09
237.568	1.30072e-08	1.33986e-09
237.824	1.30072e-08	1.33986e-09
238.08	1.76852e-08	1.20681e-09
238.336	1.76852e-08	1.20681e-09
238.592	1.76852e-08	1.20681e-09
238.848	1.76852e-08	1.20681e-09
239.104	2.54515e-08	1.07959e-09
239.36	2.54515e-08	1.07959e-09
239.616	2.54515e-08	1.07959e-09
239.872	2.54515e-08	1.07959e-09
240.128	3.24675e-08	9.58281e-10
240.384	3.24675e-08	9.58281e-10
240.64	3.24675e-08	9.58281e-10
240.896	3.24675e-08	9.58281e-10
241.152	3.52443e-08	8.43013e-10
241.408	3.52443e-08	8.43013e-10
241.664	3.52443e-08	8.43013e-10
241.92	3.52443e-08	8.43013e-10
242.176	3.17755e-08	7.33931e-10
242.432	3.17755e-08	7.33931e-10
242.688	3.17755e-08	7.33931e-10
242.944	3.17755e-08	7.33931e-10
243.2	2.23084e-08	6.31211e-10
243.456	2.23084e-08	6.31211e-10
243.712	2.23084e-08	6.31211e-10
243.968	2.23084e-08	6.31211e-10
244.224	1.04547e-08	5.35058e-10
244.48	1.04547e-08	5.35058e-10
244.736	1.04547e-08	5.35058e-10
244.992	1.04547e-08	5.35058e-10
245.248	1.12771e-08	4.45707e-10
245.504	1.12771e-08	4.45707e-10
245.76	1.12771e-08	4.45707e-10
246.016	2.092e-08	3.63428e-10
246.272	2.092e-08	3.63428e-10
246.528	2.092e-08	3.63428e-10
246.784	2.092e-08	3.63428e-10
247.04	2.59223e-08	2.88524e-10
247.296	2.59223e-08	2.88524e-10
247.552	2.59223e-08	2.88524e-10
247.808	2.59223e-08	2.88524e-10
248.064	2.45057e-08	2.21336e-10
248.32	2.45057e-08	2.21336e-10
248.576	2.45057e-08	2.21336e-10
248.832	2.45057e-08	2.21336e-10
249.088	1.82776e-08	1.62244e-10
249.344	1.82776e-08	1.62244e-10
249.6	1.82776e-08	1.62244e-10
249.856	1.82776e-08	1.62244e-10
250.112	1.0492e-08	1.1167e-10
250.368	1.0492e-08	1.1167e-10
250.624	1.0492e-08	1.1167e-10
250.88	1.0492e-08	1.1167e-10
251.136	4.20537e-09	7.00745e-11
251.392	4.20537e-09	7.00745e-11
251.648	4.20537e-09	7.00745e-11
251.904	4.20537e-09	7.00745e-11
252.16	8.75525e-10	3.79535e-11
252.416	8.75525e-10	3.79535e-11
252.672	8.75525e-10	3.79535e-11
252.928	8.75525e-10	3.79535e-11
253.184	2.32737e-10	1.57791e-11
253.44	2.32737e-10	1.57791e-11
253.696	2.32737e-10	1.57791e-11
253.952	2.32737e-10	1.57791e-11
254.208	1.04927e-10	3.50351e-12
254.464	1.04927e-10	3.50351e-12
254.72	1.04927e-10	3.50351e-12
254.976	1.04927e-10	3.50351e-12
255.232	0	0
255.488	0	0
255.744	0	0
256	0	0
